Id,Name,Code,CommuneId,Boundary,CityId
a0000000-0000-4000-8000-000000000001,Zone Centre,ZC,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,dae98fb9-6113-4bd2-8730-19f2ee3bb759
