Id,Name,Code,CommuneId,Boundary,CityId
a0000000-0000-4000-8000-000000000001,Zone Centre,ZC,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,dae98fb9-6113-4bd2-8730-19f2ee3bb759
d63326db-561a-4f07-afdb-a0f701f46384,Aires speciales,Z9,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,dae98fb9-6113-4bd2-8730-19f2ee3bb759
50eb86cc-3dbc-48ca-9299-9b75c26d098c,Boulaos 4,Z4,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,dae98fb9-6113-4bd2-8730-19f2ee3bb759
2e85f702-3468-4aed-9c01-413c0e47ec82,Boulaos 3,Z3,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,dae98fb9-6113-4bd2-8730-19f2ee3bb759
49229e75-6644-4c9e-9148-b937d3563dfe,Boulaos 2,Z2,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,dae98fb9-6113-4bd2-8730-19f2ee3bb759
b09bf606-b366-49d6-a835-40d1f4de876e,Balbala 6,Z6,24adc8fc-0e87-444d-b21f-56fab82f7104,,dae98fb9-6113-4bd2-8730-19f2ee3bb759
94d097d2-8d9a-4a21-8a9e-63042d547acc,Balbala 5,Z5,24adc8fc-0e87-444d-b21f-56fab82f7104,,dae98fb9-6113-4bd2-8730-19f2ee3bb759
71801a01-56ed-4084-a27a-2569d4ad0aba,Ras-Dika 1,Z1,459d6b09-f27d-4d5b-a020-c0d7e23b68f2,,dae98fb9-6113-4bd2-8730-19f2ee3bb759
bce9663f-269c-41e4-84f6-1231b2005551,Aires speciales,Z9,24adc8fc-0e87-444d-b21f-56fab82f7104,,dae98fb9-6113-4bd2-8730-19f2ee3bb759
