source,ogc_fid,nom,type_revet,etat_chaus,longueur_m,lon,lat
voierie_tertiaire_non_bitumee,558,,,,170,43.133677,11.567520
voierie_tertiaire_non_bitumee,559,,,,87,43.134154,11.566480
voierie_tertiaire_non_bitumee,560,,,,108,43.133960,11.566489
voierie_tertiaire_non_bitumee,561,,,,64,43.134242,11.567283
voierie_tertiaire_non_bitumee,562,,,,170,43.134251,11.567830
voierie_tertiaire_non_bitumee,563,,,,100,43.134252,11.568179
voierie_tertiaire_non_bitumee,564,,,,65,43.134760,11.568019
voierie_tertiaire_non_bitumee,565,,,,93,43.134415,11.568312
voierie_tertiaire_non_bitumee,566,,,,97,43.133900,11.567978
voierie_tertiaire_non_bitumee,567,,,,99,43.133695,11.567869
voierie_tertiaire_non_bitumee,568,,,,140,43.133771,11.568114
voierie_tertiaire_non_bitumee,569,,,,178,43.134057,11.567952
voierie_tertiaire_non_bitumee,570,,,,51,43.134863,11.567605
voierie_tertiaire_non_bitumee,571,,,,29,43.134752,11.567402
voierie_tertiaire_non_bitumee,572,,,,23,43.134649,11.567371
voierie_tertiaire_non_bitumee,573,,,,93,43.134423,11.566599
voierie_tertiaire_non_bitumee,574,,,,163,43.134526,11.566981
voierie_tertiaire_non_bitumee,575,,,,110,43.135466,11.567406
voierie_tertiaire_non_bitumee,576,,,,156,43.135320,11.567105
voierie_tertiaire_non_bitumee,577,,,,148,43.135456,11.562171
voierie_tertiaire_non_bitumee,578,,,,70,43.136123,11.562189
voierie_tertiaire_non_bitumee,579,,,,42,43.136333,11.562220
voierie_tertiaire_non_bitumee,580,,,,42,43.136259,11.561951
voierie_tertiaire_non_bitumee,581,,,,117,43.136435,11.561899
voierie_tertiaire_non_bitumee,583,,,,93,43.136493,11.561360
voierie_tertiaire_non_bitumee,584,,,,129,43.137081,11.561971
voierie_tertiaire_non_bitumee,585,,,,30,43.137676,11.561928
voierie_tertiaire_non_bitumee,586,,,,29,43.136966,11.562156
voierie_tertiaire_non_bitumee,589,,,,80,43.139484,11.559708
voierie_tertiaire_non_bitumee,590,,,,42,43.139840,11.560062
voierie_tertiaire_non_bitumee,591,,,,53,43.139816,11.559705
voierie_tertiaire_non_bitumee,592,,,,290,43.140102,11.559651
voierie_tertiaire_non_bitumee,593,,,,157,43.141726,11.558953
voierie_tertiaire_non_bitumee,594,,,,183,43.139875,11.560259
voierie_tertiaire_non_bitumee,595,,,,59,43.139326,11.560132
voierie_tertiaire_non_bitumee,596,,,,23,43.139450,11.560236
voierie_tertiaire_non_bitumee,597,,,,28,43.139304,11.560253
voierie_tertiaire_non_bitumee,598,,,,42,43.133990,11.568880
voierie_tertiaire_non_bitumee,599,,,,48,43.133982,11.568887
voierie_tertiaire_non_bitumee,600,,,,97,43.148229,11.576393
voierie_tertiaire_non_bitumee,601,,,,131,43.147623,11.576461
voierie_tertiaire_non_bitumee,602,,,,242,43.147751,11.555362
voierie_tertiaire_non_bitumee,603,,,,487,43.149592,11.558027
voierie_tertiaire_non_bitumee,604,,,,213,43.158276,11.569384
voierie_tertiaire_non_bitumee,605,,,,250,43.159816,11.569583
voierie_tertiaire_non_bitumee,606,,,,84,43.135615,11.559925
voierie_tertiaire_non_bitumee,607,,,,112,43.134499,11.561083
voierie_tertiaire_non_bitumee,608,,,,162,43.133482,11.562056
voierie_tertiaire_non_bitumee,609,,,,97,43.137736,11.558356
voierie_tertiaire_non_bitumee,610,,,,108,43.139793,11.557248
voierie_tertiaire_non_bitumee,611,,,,165,43.140361,11.556703
voierie_tertiaire_non_bitumee,612,,,,134,43.146444,11.574963
voierie_tertiaire_non_bitumee,613,,,,72,43.146113,11.574824
voierie_tertiaire_non_bitumee,616,,,,331,43.147823,11.568532
voierie_tertiaire_non_bitumee,617,,,,148,43.147184,11.565482
voierie_tertiaire_non_bitumee,618,,,,62,43.146340,11.563900
voierie_tertiaire_non_bitumee,619,,,,317,43.146146,11.563371
voierie_tertiaire_non_bitumee,620,,,,128,43.147568,11.562757
voierie_tertiaire_non_bitumee,621,,,,157,43.134898,11.574705
voierie_tertiaire_non_bitumee,622,,,,113,43.134529,11.574724
voierie_tertiaire_non_bitumee,623,,,,113,43.134307,11.574886
voierie_tertiaire_non_bitumee,624,,,,113,43.134081,11.575041
voierie_tertiaire_non_bitumee,625,,,,121,43.134646,11.575319
voierie_tertiaire_non_bitumee,626,,,,99,43.133321,11.575360
voierie_tertiaire_non_bitumee,627,,,,103,43.133573,11.575632
voierie_tertiaire_non_bitumee,630,,,,37,43.145900,11.565600
voierie_tertiaire_non_bitumee,631,,,,38,43.146152,11.565808
voierie_tertiaire_non_bitumee,632,,,,36,43.146403,11.566034
voierie_tertiaire_non_bitumee,633,,,,38,43.146648,11.566234
voierie_tertiaire_non_bitumee,634,,,,37,43.146901,11.566454
voierie_tertiaire_non_bitumee,635,,,,114,43.145845,11.566438
voierie_tertiaire_non_bitumee,636,,,,130,43.146360,11.566806
voierie_tertiaire_non_bitumee,637,,,,124,43.146039,11.567030
voierie_tertiaire_non_bitumee,638,,,,26,43.147265,11.567763
voierie_tertiaire_non_bitumee,639,,,,28,43.147638,11.568092
voierie_tertiaire_non_bitumee,640,,,,199,43.147453,11.567733
voierie_tertiaire_non_bitumee,642,,,,94,43.149010,11.570027
voierie_tertiaire_non_bitumee,643,,,,585,43.136324,11.571362
voierie_tertiaire_non_bitumee,644,,,,45,43.135295,11.567750
voierie_tertiaire_non_bitumee,645,,,,45,43.135015,11.566929
voierie_tertiaire_non_bitumee,646,,,,35,43.135183,11.566741
voierie_tertiaire_non_bitumee,647,,,,56,43.135315,11.566818
voierie_tertiaire_non_bitumee,648,,,,65,43.133727,11.568907
voierie_tertiaire_non_bitumee,649,,,,45,43.133573,11.568753
voierie_tertiaire_non_bitumee,650,,,,47,43.133459,11.568969
voierie_tertiaire_non_bitumee,651,,,,47,43.133896,11.569049
voierie_tertiaire_non_bitumee,652,,,,132,43.133667,11.569360
voierie_tertiaire_non_bitumee,653,,,,59,43.133253,11.569846
voierie_tertiaire_non_bitumee,654,,,,76,43.133414,11.569585
voierie_tertiaire_non_bitumee,655,,,,25,43.133042,11.569483
voierie_tertiaire_non_bitumee,656,,,,25,43.132983,11.569128
voierie_tertiaire_non_bitumee,657,,,,23,43.131606,11.567917
voierie_tertiaire_non_bitumee,658,,,,23,43.131821,11.568039
voierie_tertiaire_non_bitumee,659,,,,24,43.132054,11.568172
voierie_tertiaire_non_bitumee,660,,,,24,43.132289,11.568298
voierie_tertiaire_non_bitumee,661,,,,24,43.132518,11.568417
voierie_tertiaire_non_bitumee,662,,,,147,43.150541,11.575289
voierie_tertiaire_non_bitumee,663,,,,51,43.139951,11.560495
voierie_tertiaire_non_bitumee,664,,,,631,43.159849,11.559473
voierie_tertiaire_non_bitumee,665,,,,60,43.148233,11.602124
voierie_tertiaire_non_bitumee,666,,,,47,43.139247,11.560578
voierie_tertiaire_non_bitumee,667,,,,20,43.139465,11.560658
voierie_tertiaire_non_bitumee,668,,,,14,43.139206,11.560642
voierie_tertiaire_non_bitumee,669,,,,176,43.139675,11.561480
voierie_tertiaire_non_bitumee,670,,,,105,43.139915,11.561929
voierie_tertiaire_non_bitumee,671,,,,65,43.140127,11.561759
voierie_tertiaire_non_bitumee,672,,,,28,43.140278,11.561568
voierie_tertiaire_non_bitumee,673,,,,38,43.139993,11.561728
voierie_tertiaire_non_bitumee,674,,,,68,43.139259,11.561743
voierie_tertiaire_non_bitumee,675,,,,29,43.139304,11.561874
voierie_tertiaire_non_bitumee,676,,,,70,43.139235,11.562033
voierie_tertiaire_non_bitumee,677,,,,54,43.139221,11.561311
voierie_tertiaire_non_bitumee,678,,,,79,43.139374,11.561063
voierie_tertiaire_non_bitumee,679,,,,42,43.139736,11.561275
voierie_tertiaire_non_bitumee,680,,,,51,43.139832,11.560987
voierie_tertiaire_non_bitumee,681,,,,13,43.139843,11.561018
voierie_tertiaire_non_bitumee,682,,,,119,43.140656,11.560491
voierie_tertiaire_non_bitumee,683,,,,54,43.140401,11.560400
voierie_tertiaire_non_bitumee,684,,,,45,43.140599,11.560266
voierie_tertiaire_non_bitumee,685,,,,80,43.140076,11.561029
voierie_tertiaire_non_bitumee,686,,,,54,43.140305,11.561222
voierie_tertiaire_non_bitumee,687,,,,28,43.140037,11.561176
voierie_tertiaire_non_bitumee,688,,,,48,43.140104,11.561297
voierie_tertiaire_non_bitumee,689,,,,8,43.139712,11.561251
voierie_tertiaire_non_bitumee,690,,,,52,43.140477,11.561120
voierie_tertiaire_non_bitumee,691,,,,77,43.140671,11.560948
voierie_tertiaire_non_bitumee,692,,,,123,43.141013,11.560617
voierie_tertiaire_non_bitumee,693,,,,34,43.141133,11.560718
voierie_tertiaire_non_bitumee,694,,,,65,43.141535,11.561034
voierie_tertiaire_non_bitumee,695,,,,40,43.141067,11.561235
voierie_tertiaire_non_bitumee,696,,,,67,43.138687,11.558762
voierie_tertiaire_non_bitumee,697,,,,243,43.137129,11.560461
voierie_tertiaire_non_bitumee,698,,,,23,43.137495,11.560503
voierie_tertiaire_non_bitumee,699,,,,38,43.137693,11.560495
voierie_tertiaire_non_bitumee,700,,,,15,43.137098,11.560467
voierie_tertiaire_non_bitumee,701,,,,80,43.137278,11.560197
voierie_tertiaire_non_bitumee,702,,,,308,43.137474,11.559370
voierie_tertiaire_non_bitumee,703,,,,131,43.136832,11.560190
voierie_tertiaire_non_bitumee,704,,,,46,43.137619,11.559954
voierie_tertiaire_non_bitumee,705,,,,76,43.137916,11.560083
voierie_tertiaire_non_bitumee,706,,,,17,43.135404,11.562050
voierie_tertiaire_non_bitumee,707,,,,15,43.135159,11.562339
voierie_tertiaire_non_bitumee,708,,,,18,43.135627,11.561851
voierie_tertiaire_non_bitumee,709,,,,55,43.136070,11.561662
voierie_tertiaire_non_bitumee,711,,,,63,43.136238,11.561192
voierie_tertiaire_non_bitumee,712,,,,335,43.134386,11.564114
voierie_tertiaire_non_bitumee,713,,,,91,43.134171,11.563597
voierie_tertiaire_non_bitumee,714,,,,196,43.134085,11.564496
voierie_tertiaire_non_bitumee,717,,,,219,43.162873,11.563733
voierie_tertiaire_non_bitumee,718,,,,116,43.160506,11.574300
voierie_tertiaire_non_bitumee,719,,,,395,43.164122,11.563003
voierie_tertiaire_non_bitumee,720,,,,70,43.164834,11.564994
voierie_tertiaire_non_bitumee,722,,,,599,43.153222,11.583490
voierie_tertiaire_non_bitumee,723,,,,345,43.151079,11.579350
voierie_tertiaire_non_bitumee,724,,,,93,43.152156,11.584493
voierie_tertiaire_non_bitumee,725,,,,86,43.150941,11.584705
voierie_tertiaire_non_bitumee,726,,,,109,43.143649,11.588703
voierie_tertiaire_non_bitumee,727,,,,39,43.143769,11.588575
voierie_tertiaire_non_bitumee,728,,,,57,43.144011,11.588819
voierie_tertiaire_non_bitumee,729,,,,77,43.143327,11.588539
voierie_tertiaire_non_bitumee,731,,,,190,43.149028,11.566873
voierie_tertiaire_non_bitumee,732,,,,458,43.133102,11.577393
voierie_tertiaire_non_bitumee,733,,,,95,43.133824,11.578643
voierie_tertiaire_non_bitumee,734,,,,150,43.133226,11.578746
voierie_tertiaire_non_bitumee,735,,,,132,43.133013,11.578285
voierie_tertiaire_non_bitumee,736,,,,160,43.132768,11.578114
voierie_tertiaire_non_bitumee,737,,,,148,43.133659,11.577610
voierie_tertiaire_non_bitumee,738,,,,122,43.133562,11.577320
voierie_tertiaire_non_bitumee,739,,,,139,43.133837,11.577896
voierie_tertiaire_non_bitumee,740,,,,36,43.134307,11.578130
voierie_tertiaire_non_bitumee,741,,,,94,43.134147,11.578701
voierie_tertiaire_non_bitumee,742,,,,94,43.134410,11.578751
voierie_tertiaire_non_bitumee,743,,,,98,43.134671,11.578782
voierie_tertiaire_non_bitumee,744,,,,57,43.134910,11.578915
voierie_tertiaire_non_bitumee,745,,,,63,43.133531,11.578650
voierie_tertiaire_non_bitumee,746,,,,62,43.133562,11.578488
voierie_tertiaire_non_bitumee,747,,,,49,43.132898,11.579099
voierie_tertiaire_non_bitumee,748,,,,96,43.133821,11.579402
voierie_tertiaire_non_bitumee,749,,,,89,43.133277,11.579335
voierie_tertiaire_non_bitumee,750,,,,81,43.134112,11.579381
voierie_tertiaire_non_bitumee,751,,,,160,43.141302,11.588729
voierie_tertiaire_non_bitumee,752,,,,192,43.140511,11.588219
voierie_tertiaire_non_bitumee,753,,,,80,43.140312,11.587299
voierie_tertiaire_non_bitumee,754,,,,190,43.141107,11.587795
voierie_tertiaire_non_bitumee,755,,,,190,43.140806,11.588006
voierie_tertiaire_non_bitumee,756,,,,123,43.140610,11.588067
voierie_tertiaire_non_bitumee,757,,,,433,43.141877,11.588209
voierie_tertiaire_non_bitumee,758,,,,105,43.141607,11.586641
voierie_tertiaire_non_bitumee,759,,,,327,43.142880,11.586848
voierie_tertiaire_non_bitumee,760,,,,103,43.142188,11.586582
voierie_tertiaire_non_bitumee,761,,,,391,43.143081,11.587868
voierie_tertiaire_non_bitumee,762,,,,41,43.144390,11.588369
voierie_tertiaire_non_bitumee,763,,,,96,43.144354,11.588012
voierie_tertiaire_non_bitumee,764,,,,54,43.144269,11.587756
voierie_tertiaire_non_bitumee,765,,,,95,43.143595,11.587619
voierie_tertiaire_non_bitumee,766,,,,52,43.144046,11.587975
voierie_tertiaire_non_bitumee,767,,,,8,43.144110,11.587968
voierie_tertiaire_non_bitumee,768,,,,77,43.143520,11.587971
voierie_tertiaire_non_bitumee,769,,,,138,43.142697,11.587478
voierie_tertiaire_non_bitumee,770,,,,99,43.142479,11.586748
voierie_tertiaire_non_bitumee,771,,,,57,43.142697,11.586705
voierie_tertiaire_non_bitumee,772,,,,88,43.142835,11.587183
voierie_tertiaire_non_bitumee,773,,,,87,43.141844,11.587531
voierie_tertiaire_non_bitumee,774,,,,99,43.142495,11.588285
voierie_tertiaire_non_bitumee,775,,,,115,43.143271,11.588952
voierie_tertiaire_non_bitumee,792,,,,106,43.142844,11.588457
voierie_tertiaire_non_bitumee,793,,,,38,43.143788,11.588402
voierie_tertiaire_non_bitumee,794,,,,24,43.143885,11.588683
voierie_tertiaire_non_bitumee,795,,,,36,43.144071,11.588695
voierie_tertiaire_non_bitumee,796,,,,33,43.144187,11.587886
voierie_tertiaire_non_bitumee,797,,,,34,43.144057,11.587765
voierie_tertiaire_non_bitumee,798,,,,35,43.144066,11.587449
voierie_tertiaire_non_bitumee,799,,,,37,43.142048,11.586065
voierie_tertiaire_non_bitumee,800,,,,36,43.142187,11.586192
voierie_tertiaire_non_bitumee,801,,,,82,43.141971,11.586298
voierie_tertiaire_non_bitumee,802,,,,64,43.141758,11.586363
voierie_tertiaire_non_bitumee,803,,,,68,43.141508,11.586110
voierie_tertiaire_non_bitumee,804,,,,46,43.145174,11.587675
voierie_tertiaire_non_bitumee,805,,,,1045,43.138060,11.589157
voierie_tertiaire_non_bitumee,806,,,,84,43.139501,11.590632
voierie_tertiaire_non_bitumee,807,,,,351,43.138729,11.588933
voierie_tertiaire_non_bitumee,808,,,,37,43.138785,11.588115
voierie_tertiaire_non_bitumee,809,,,,35,43.138910,11.587875
voierie_tertiaire_non_bitumee,810,,,,29,43.139048,11.587666
voierie_tertiaire_non_bitumee,811,,,,37,43.138640,11.588382
voierie_tertiaire_non_bitumee,812,,,,39,43.138552,11.587822
voierie_tertiaire_non_bitumee,813,,,,38,43.138237,11.587664
voierie_tertiaire_non_bitumee,814,,,,81,43.144187,11.590237
voierie_tertiaire_non_bitumee,815,,,,71,43.144332,11.590798
voierie_tertiaire_non_bitumee,816,,,,66,43.144217,11.590440
voierie_tertiaire_non_bitumee,817,,,,24,43.144375,11.590637
voierie_tertiaire_non_bitumee,818,,,,72,43.144507,11.590543
voierie_tertiaire_non_bitumee,819,,,,105,43.143822,11.590827
voierie_tertiaire_non_bitumee,820,,,,69,43.143888,11.589823
voierie_tertiaire_non_bitumee,821,,,,49,43.143687,11.590373
voierie_tertiaire_non_bitumee,822,,,,61,43.143704,11.590031
voierie_tertiaire_non_bitumee,823,,,,52,43.144029,11.590061
voierie_tertiaire_non_bitumee,824,,,,70,43.144218,11.589880
voierie_tertiaire_non_bitumee,825,,,,47,43.144361,11.589548
voierie_tertiaire_non_bitumee,826,,,,47,43.144400,11.589836
voierie_tertiaire_non_bitumee,827,,,,85,43.145238,11.590405
voierie_tertiaire_non_bitumee,828,,,,92,43.145278,11.590663
voierie_tertiaire_non_bitumee,829,,,,102,43.145283,11.590958
voierie_tertiaire_non_bitumee,830,,,,201,43.145475,11.591083
voierie_tertiaire_non_bitumee,831,,,,79,43.145135,11.591355
voierie_tertiaire_non_bitumee,832,,,,70,43.145230,11.591554
voierie_tertiaire_non_bitumee,833,,,,159,43.143900,11.591336
voierie_tertiaire_non_bitumee,839,,,,109,43.146757,11.575552
voierie_tertiaire_non_bitumee,840,,,,70,43.146703,11.575863
voierie_tertiaire_non_bitumee,842,,,,68,43.148415,11.575698
voierie_tertiaire_non_bitumee,843,,,,100,43.148848,11.576606
voierie_tertiaire_non_bitumee,844,,,,103,43.148734,11.576430
voierie_tertiaire_non_bitumee,845,,,,156,43.148819,11.576785
voierie_tertiaire_non_bitumee,846,,,,65,43.149106,11.576835
voierie_tertiaire_non_bitumee,847,,,,535,43.132708,11.578364
voierie_tertiaire_non_bitumee,848,,,,103,43.133776,11.575919
voierie_tertiaire_non_bitumee,849,,,,36,43.135261,11.574861
voierie_tertiaire_non_bitumee,850,,,,131,43.136612,11.572816
voierie_tertiaire_non_bitumee,851,,,,94,43.136670,11.573193
voierie_tertiaire_non_bitumee,852,,,,108,43.133358,11.569721
voierie_tertiaire_non_bitumee,853,,,,109,43.133510,11.569924
voierie_tertiaire_non_bitumee,856,,,,146,43.137044,11.567596
voierie_tertiaire_non_bitumee,872,,,,209,43.137684,11.571490
voierie_tertiaire_non_bitumee,873,,,,146,43.138257,11.572922
voierie_tertiaire_non_bitumee,874,,,,62,43.137815,11.572881
voierie_tertiaire_non_bitumee,875,,,,89,43.138089,11.572873
voierie_tertiaire_non_bitumee,876,,,,146,43.137916,11.572455
voierie_tertiaire_non_bitumee,877,,,,41,43.141071,11.589120
voierie_tertiaire_non_bitumee,878,,,,35,43.141764,11.588624
voierie_tertiaire_non_bitumee,879,,,,38,43.141524,11.588771
voierie_tertiaire_non_bitumee,880,,,,44,43.141306,11.588959
voierie_tertiaire_non_bitumee,881,,,,115,43.141001,11.588541
voierie_tertiaire_non_bitumee,882,,,,114,43.140854,11.588325
voierie_tertiaire_non_bitumee,883,,,,34,43.140183,11.588017
voierie_tertiaire_non_bitumee,884,,,,33,43.140032,11.587789
voierie_tertiaire_non_bitumee,885,,,,75,43.140505,11.587537
voierie_tertiaire_non_bitumee,886,,,,80,43.140644,11.587774
voierie_tertiaire_non_bitumee,887,,,,32,43.140434,11.587036
voierie_tertiaire_non_bitumee,888,,,,27,43.140638,11.586860
voierie_tertiaire_non_bitumee,889,,,,32,43.140207,11.587195
voierie_tertiaire_non_bitumee,890,,,,32,43.139991,11.587347
voierie_tertiaire_non_bitumee,891,,,,29,43.140733,11.586949
voierie_tertiaire_non_bitumee,892,,,,145,43.138255,11.587372
voierie_tertiaire_non_bitumee,893,,,,37,43.138004,11.587089
voierie_tertiaire_non_bitumee,894,,,,36,43.138247,11.587194
voierie_tertiaire_non_bitumee,895,,,,35,43.138488,11.587295
voierie_tertiaire_non_bitumee,896,,,,34,43.138729,11.587400
voierie_tertiaire_non_bitumee,897,,,,143,43.137978,11.587882
voierie_tertiaire_non_bitumee,898,,,,67,43.137790,11.587499
voierie_tertiaire_non_bitumee,899,,,,35,43.132218,11.567869
voierie_tertiaire_non_bitumee,900,,,,39,43.132449,11.568008
voierie_tertiaire_non_bitumee,901,,,,44,43.132668,11.568146
voierie_tertiaire_non_bitumee,902,,,,43,43.131967,11.567774
voierie_tertiaire_non_bitumee,903,,,,44,43.131751,11.567652
voierie_tertiaire_non_bitumee,904,,,,103,43.134885,11.566809
voierie_tertiaire_non_bitumee,905,,,,122,43.133491,11.566281
voierie_tertiaire_non_bitumee,906,,,,160,43.151835,11.577734
voierie_tertiaire_non_bitumee,907,,,,152,43.152259,11.576279
voierie_tertiaire_non_bitumee,908,,,,550,43.154111,11.579095
voierie_tertiaire_non_bitumee,909,,,,168,43.158218,11.575275
voierie_tertiaire_non_bitumee,910,,,,479,43.153598,11.574197
voierie_tertiaire_non_bitumee,911,,,,591,43.157125,11.573440
voierie_tertiaire_non_bitumee,912,,,,166,43.157449,11.572744
voierie_tertiaire_non_bitumee,913,,,,314,43.156607,11.570120
voierie_tertiaire_non_bitumee,914,,,,44,43.143780,11.588968
voierie_tertiaire_non_bitumee,915,,,,65,43.143106,11.588580
voierie_tertiaire_non_bitumee,918,,,,1196,43.154265,11.573585
voierie_tertiaire_non_bitumee,919,,,,890,43.155793,11.573126
voierie_tertiaire_non_bitumee,920,,,,161,43.151279,11.568892
voierie_tertiaire_non_bitumee,921,,,,171,43.157869,11.571072
voierie_tertiaire_non_bitumee,922,,,,418,43.157962,11.566946
voierie_tertiaire_non_bitumee,923,,,,430,43.158685,11.566164
voierie_tertiaire_non_bitumee,924,,,,137,43.159226,11.567570
voierie_tertiaire_non_bitumee,925,,,,387,43.159634,11.566290
voierie_tertiaire_non_bitumee,926,,,,438,43.159931,11.566135
voierie_tertiaire_non_bitumee,927,,,,305,43.160162,11.564923
voierie_tertiaire_non_bitumee,928,,,,235,43.160721,11.566045
voierie_tertiaire_non_bitumee,929,,,,110,43.160367,11.567242
voierie_tertiaire_non_bitumee,930,,,,143,43.162206,11.571653
voierie_tertiaire_non_bitumee,931,,,,365,43.162357,11.571747
voierie_tertiaire_non_bitumee,932,,,,92,43.161180,11.572996
voierie_tertiaire_non_bitumee,933,,,,382,43.159708,11.570851
voierie_tertiaire_non_bitumee,934,,,,100,43.164085,11.570687
voierie_tertiaire_non_bitumee,935,,,,149,43.165556,11.566772
voierie_tertiaire_non_bitumee,936,,,,227,43.164819,11.568451
voierie_tertiaire_non_bitumee,937,,,,107,43.169118,11.563643
voierie_tertiaire_non_bitumee,938,,,,618,43.169139,11.560724
voierie_tertiaire_non_bitumee,939,,,,377,43.161428,11.562611
voierie_tertiaire_non_bitumee,940,,,,173,43.162209,11.562750
voierie_tertiaire_non_bitumee,941,,,,127,43.163472,11.563132
voierie_tertiaire_non_bitumee,942,,,,226,43.163286,11.562046
voierie_tertiaire_non_bitumee,943,,,,100,43.163223,11.562494
voierie_tertiaire_non_bitumee,944,,,,90,43.162759,11.563262
voierie_tertiaire_non_bitumee,945,,,,146,43.162114,11.568382
voierie_tertiaire_non_bitumee,946,,,,145,43.161620,11.568049
voierie_tertiaire_non_bitumee,947,,,,65,43.161855,11.568228
voierie_tertiaire_non_bitumee,948,,,,186,43.158082,11.579321
voierie_tertiaire_non_bitumee,951,,,,220,43.145188,11.580839
voierie_tertiaire_non_bitumee,952,,,,77,43.144411,11.581335
voierie_tertiaire_non_bitumee,953,,,,56,43.145353,11.581625
voierie_tertiaire_non_bitumee,954,,,,137,43.145455,11.580521
voierie_tertiaire_non_bitumee,955,,,,46,43.145266,11.579637
voierie_tertiaire_non_bitumee,956,,,,47,43.145021,11.579568
voierie_tertiaire_non_bitumee,957,,,,83,43.144753,11.581536
voierie_tertiaire_non_bitumee,958,,,,127,43.145005,11.581340
voierie_tertiaire_non_bitumee,959,,,,145,43.144946,11.581076
voierie_tertiaire_non_bitumee,960,,,,42,43.144838,11.579517
voierie_tertiaire_non_bitumee,961,,,,59,43.145525,11.579695
voierie_tertiaire_non_bitumee,964,,,,69,43.144816,11.582566
voierie_tertiaire_non_bitumee,965,,,,44,43.143523,11.581442
voierie_tertiaire_non_bitumee,966,,,,37,43.143861,11.581540
voierie_tertiaire_non_bitumee,967,,,,219,43.143152,11.582951
voierie_tertiaire_non_bitumee,968,,,,216,43.143506,11.582989
voierie_tertiaire_non_bitumee,969,,,,95,43.143304,11.583077
voierie_tertiaire_non_bitumee,970,,,,24,43.143522,11.582375
voierie_tertiaire_non_bitumee,971,,,,24,43.143582,11.581930
voierie_tertiaire_non_bitumee,974,,,,74,43.148678,11.567161
voierie_tertiaire_non_bitumee,975,,,,137,43.150823,11.568467
voierie_tertiaire_non_bitumee,976,,,,65,43.149918,11.568289
voierie_tertiaire_non_bitumee,977,,,,152,43.149555,11.567370
voierie_tertiaire_non_bitumee,978,,,,62,43.150530,11.567608
voierie_tertiaire_non_bitumee,979,,,,131,43.154544,11.569721
voierie_tertiaire_non_bitumee,980,,,,67,43.148483,11.601602
voierie_tertiaire_non_bitumee,983,,,,59,43.152649,11.603249
voierie_tertiaire_non_bitumee,984,,,,99,43.147426,11.611707
voierie_tertiaire_non_bitumee,986,,,,71,43.144653,11.580806
voierie_tertiaire_non_bitumee,987,,,,47,43.144957,11.580871
voierie_tertiaire_non_bitumee,988,,,,71,43.145020,11.580121
voierie_tertiaire_non_bitumee,989,,,,50,43.143328,11.583442
voierie_tertiaire_non_bitumee,990,,,,71,43.143548,11.582706
voierie_tertiaire_non_bitumee,991,,,,43,43.143522,11.582266
voierie_tertiaire_non_bitumee,992,,,,23,43.142925,11.583355
voierie_tertiaire_non_bitumee,993,,,,23,43.143126,11.582617
voierie_tertiaire_non_bitumee,994,,,,95,43.144330,11.583210
voierie_tertiaire_non_bitumee,995,,,,130,43.144149,11.583008
voierie_tertiaire_non_bitumee,996,,,,26,43.144455,11.582963
voierie_tertiaire_non_bitumee,997,,,,39,43.144575,11.582953
voierie_tertiaire_non_bitumee,998,,,,54,43.144505,11.582508
voierie_tertiaire_non_bitumee,999,,,,53,43.144502,11.583388
voierie_tertiaire_non_bitumee,1000,,,,72,43.144688,11.582773
voierie_tertiaire_non_bitumee,1001,,,,26,43.144166,11.582419
voierie_tertiaire_non_bitumee,1003,,,,71,43.144554,11.583964
voierie_tertiaire_non_bitumee,1004,,,,58,43.145248,11.583812
voierie_tertiaire_non_bitumee,1006,,,,55,43.144568,11.583146
voierie_tertiaire_non_bitumee,1007,,,,118,43.144852,11.583595
voierie_tertiaire_non_bitumee,1008,,,,38,43.144143,11.583062
voierie_tertiaire_non_bitumee,1009,,,,38,43.145589,11.583692
voierie_tertiaire_non_bitumee,1010,,,,68,43.145903,11.583926
voierie_tertiaire_non_bitumee,1012,,,,27,43.145982,11.583534
voierie_tertiaire_non_bitumee,1014,,,,111,43.145821,11.582947
voierie_tertiaire_non_bitumee,1016,,,,61,43.145891,11.582616
voierie_tertiaire_non_bitumee,1017,,,,83,43.145395,11.582610
voierie_tertiaire_non_bitumee,1043,,,,14,43.147858,11.581731
voierie_tertiaire_non_bitumee,1044,,,,26,43.147908,11.581727
voierie_tertiaire_non_bitumee,1045,,,,18,43.147966,11.581847
voierie_tertiaire_non_bitumee,1056,,,,206,43.149989,11.581548
voierie_tertiaire_non_bitumee,1058,,,,37,43.151235,11.582336
voierie_tertiaire_non_bitumee,1059,,,,34,43.151456,11.582709
voierie_tertiaire_non_bitumee,1060,,,,136,43.150778,11.583609
voierie_tertiaire_non_bitumee,1061,,,,134,43.150261,11.583116
voierie_tertiaire_non_bitumee,1062,,,,64,43.150513,11.582800
voierie_tertiaire_non_bitumee,1063,,,,98,43.150310,11.582543
voierie_tertiaire_non_bitumee,1064,,,,43,43.149200,11.582171
voierie_tertiaire_non_bitumee,1065,,,,60,43.149275,11.582075
voierie_tertiaire_non_bitumee,1066,,,,132,43.151223,11.584922
voierie_tertiaire_non_bitumee,1067,,,,95,43.150713,11.584724
voierie_tertiaire_non_bitumee,1068,,,,91,43.150503,11.584684
voierie_tertiaire_non_bitumee,1069,,,,65,43.150171,11.584821
voierie_tertiaire_non_bitumee,1070,,,,64,43.150236,11.584520
